State,Project ID,Project title,Subgrantee,Community,Rich/white,FEMA $,FEMA share,Elevated homes,Multi-purpose,Multi-community,Multi-elevation
Georgia,DR-1071-0006-R,Mack Smith Road/may Street Mitigation Project,Catoosa County,Fort Oglethorpe,,"$13,179",28%,2,x,x,
Georgia,DR-1071-0006-R,Mack Smith Road/may Street Mitigation Project,Catoosa County,Rossville,,"$52,718",28%,8,x,x,
Georgia,DR-1071-0007-R,McDonald Drive Mitigation Project,Catoosa County,Rossville,,"$25,056",42%,4,x,,
Georgia,DR-1071-0009-R,Mt. Village Flood Hazard Mitigation Project,Chickamauga,Chickamauga,x,"$506,886",75%,0,,,
Georgia,DR-1071-0016-R,Acquisition/Elevation Project,Ringgold,Ringgold,,"$379,244",75%,5,x,,
Georgia,DR-1209-0059-R,ACQUISITION & ELEVATION OF FIVE PROPERTIES,DeKalb County,Decatur,x,"$110,033",71%,1,x,,
Georgia,DR-1311-0005-R,City of Rome Elevation of One Repetitive-Loss Structure,Rome,Rome,,"$33,550",75%,1,,,
Georgia,DR-4294-0004-R,City of Tybee Island Substantially Damaged Property Elevation,Tybee Island,Tybee Island,x,"$1,161,239",75%,12,,,
Georgia,DR-4338-0003-R,Chatham County Substantially Damaged Property Elevation,Chatham (County),Savannah,,"$129,698",75%,1,,,
Georgia,DR-4338-0005-R,Chatham County Property Elevation,Chatham (County),Savannah,,"$818,840",75%,8,,,
Georgia,FMA-PJ-04GA-2001001,City of Atlanta Project #1,"Atlanta, City Of",Atlanta,,"$32,719",75%,1,,,
Georgia,FMA-PJ-04GA-2001002,City of Atlanta Project #2,"Atlanta, City Of",Atlanta,,"$25,012",75%,1,,,
Georgia,FMA-PJ-04GA-2001005,City of Atlanta Project #5,"Atlanta, City Of",Atlanta,,"$32,756",75%,0,,,
Georgia,FMA-PJ-04GA-2001006,City of Atlanta Project #6,"Atlanta, City Of",Atlanta,,"$42,692",75%,1,,,
Georgia,FMA-PJ-04GA-2001007,City of Atlanta Project #7,"Atlanta, City Of",Atlanta,,"$30,244",75%,1,,,
Georgia,FMA-PJ-04-GA-2004-001,City of Atlanta - Peachtree Battle Mitigation Project,City of Atlanta Department of Watershed Management,Atlanta,,"$47,138",75%,2,,,
Georgia,PDMC-PJ-04-GA-2005-010,City of Atlanta Elevation_FY05_PDM,City of Atlanta Department of Watershed Management,Atlanta,,"$48,748",75%,16,,,
Kentucky,DR-1207-0004-R,WINCHESTER ACQUISITION/ELEVATION PROJECT,Winchester,Winchester,,"$28,505",75%,1,x,,
Kentucky,DR-1216-0017-R,LOUISVILLE JEFFERSON COUNTY KY ACQ/DEMO,Louisville,Louisville,,"$66,001",75%,1,x,,
Kentucky,FMA-PJ-04-KY-2014-016,Ohio River FMA Program for Severe Repetitive Loss Properties,Oldham County Fiscal Court,Prospect,x,"$963,743",100%,5,x,,
Kentucky,FMA-PJ-04-KY-2015-002,Oldham County RL Flood Mitigation,Oldham County Fiscal Court,Prospect,x,"$420,487",90%,2,,,
Kentucky,FMA-PJ-04-KY-2016-008,Oldham County SRL,Oldham County Fiscal Court,Prospect,x,"$1,239,840",100%,5,x,,
Kentucky,FMA-PJ-04-KY-2017-010,Harmony Village Elevation Projects,Oldham County Fiscal Court,Prospect,x,"$840,663",87%,4,x,,
Kentucky,FMA-PJ-04-KY-2017-011,Oldham Acres Elevation Projects,Oldham County Fiscal Court,Prospect,x,"$1,287,642",100%,5,,,
Kentucky,FMA-PJ-04-KY-2018-001,Tartans Landing Elevation Project,Oldham County Fiscal Court,Goshen,x,"$452,072",100%,2,,,
Kentucky,FMA-PJ-04-KY-2018-014,Lawrence County Wren Lane SRL Acquisition/Demolition Project,Lawrence County,Louisa,x,"$186,375",100%,1,,,
Kentucky,FMA-PJ-04-KY-2019-002,,Oldham County Fiscal Court,Prospect,x,"$1,049,113",96%,3,,,
Kentucky,FMA-PJ-04-KY-2019-007,,Oldham County Fiscal Court,Prospect,x,"$914,764",100%,2,,,
Massachusetts,DR-0914-0007-R,CHATHAM HAZ/MIT PLAN & RETROFITTING PROJECTS FUND,Chatham,Chatham,x,"$134,914",50%,6,x,,
Massachusetts,DR-0920-0009-R,QUINCY RETROFITTING FUND,QUINCY,Quincy,,"$18,750",50%,6,x,,
Massachusetts,DR-1142-0011-R,RESIDENTIAL RETROFITTING/ELEVATION/ACQUISITION,Quincy,Quincy,,"$52,700",67%,3,x,,
Massachusetts,DR-1614-0004-R,Residential Elevation/Utility Retrofit - Town of Scituate,Scituate (Town of),Scituate,x,"$120,000",48%,1,,,
Massachusetts,DR-1701-0004-R,Town of Hull - Elevation of Repetitive Loss Properties (6),Hull,Hull,x,"$144,234",75%,1,,,
Massachusetts,DR-1895-0025-R,Hull- Elevation of flood prone structure and utilites,Hull,Hull,x,"$8,793",75%,1,,,
Massachusetts,DR-4214-0018-R,Weymouth Fort Point Road Home Elevations 2015 (6),Weymouth (Town of),Weymouth,,"$938,076",75%,2,,,
Massachusetts,DR-4214-0021-R,Scituate Town of Scituate Elevation Grant (5),Scituate (Town of),Scituate,x,"$488,713",75%,4,,,
Massachusetts,FMA-PJ-01MA-1997001,Town of Scituate - Phase I,"Scituate, Town Of",Scituate,x,"$248,998",45%,14,,,
Massachusetts,FMA-PJ-01MA-1998001,Town of Scituate Elevation/Floodproofing Phase II,"Scituate, Town Of",Scituate,x,"$283,400",75%,7,x,,
Massachusetts,FMA-PJ-01MA-2000002,Edgewater DRIVE,,Quincy,,"$20,001",75%,1,,,
Massachusetts,FMA-PJ-01MA-2000004,Pawsey [Street],,Quincy,,"$20,000",75%,1,,,
Massachusetts,FMA-PJ-01MA-2000006,Tewksbury FMA Project,"Tewksbury, Town Of",Tewksbury,,"$20,691",75%,0,,,
Massachusetts,FMA-PJ-01MA-2003002,Scituate Elevations/utility elevations,,Scituate,x,"$196,290",52%,6,,,
Massachusetts,FMA-PJ-01-MA-2005-001,City of Northampton Flood Hazard Mitigation,Northampton Office of Planning and Development,Northampton,,"$57,845",75%,3,x,,
Massachusetts,FMA-PJ-01-MA-2005-002,"City of Quincy, MA FMA 2005","City of Quincy, MA Dept of Planning & Community Development",Quincy,,"$169,400",62%,7,,,
Massachusetts,FMA-PJ-01-MA-2006-001,Town of Scituate Floodproofing Program,Town of Scituate,Scituate,x,"$346,190",75%,23,x,,x
Massachusetts,FMA-PJ-01-MA-2007-003,"Quincy, Mass. FMA 2007","City of Quincy, MA Dept of Planning & Community Development",Quincy,,"$132,525",51%,7,,,
Massachusetts,FMA-PJ-01-MA-2007-004,Town of Scituate Floodproofing Program,Town of Scituate,Scituate,x,"$607,500",75%,28,x,,
Massachusetts,FMA-PJ-01-MA-2009-002,2009 Flood Hazard Elevation Project,Town of Hull,Hull,x,"$180,674",78%,3,x,,
Massachusetts,FMA-PJ-01-MA-2010-001,Town of Scituate 2010 FMA Elevation Project,Town of Scituate,Scituate,x,"$51,560",49%,0,,,
Massachusetts,FMA-PJ-01-MA-2013-001,Town of Scituate 2013 Elevation Grant Program,Town of Scituate,Scituate,x,"$2,008,338",93%,15,x,,
Massachusetts,FMA-PJ-01-MA-2015-001,"Marshfield, Town of, SRL, Elevation Project","Marshfield, Town of,",Marshfield,x,"$380,577",100%,2,x,,
Massachusetts,FMA-PJ-01-MA-2016-001,"Town of Scituate, Hazard Mitigation Elevation Grant",Town of Scituate,Scituate,x,"$328,516",100%,2,,,
Massachusetts,FMA-PJ-01-MA-2017-001,"Hazard Mitigation Elevation Project, Town of Scituate 2017",Town of Scituate,Scituate,x,"$168,478",100%,1,,,
Massachusetts,FMA-PJ-01-MA-2018-001,Town of Scituate Elevation Grant,Town of Scituate,Scituate,x,"$170,380",100%,1,,,
Massachusetts,FMA-PJ-01-MA-2019-001,Town of Swampscott Residential Elevation Project,Town of Swampscott,Swampscott,x,"$193,490",100%,1,,,
Massachusetts,PDMC-PJ-01-MA-2003-001,"Quincy, MA Housing Elevation and Retrofitting","City of Quincy, MA Dept of Planning & Community Development",Quincy,,"$449,935",73%,22,,,
Massachusetts,PDMC-PJ-01-MA-2005-017,City of Quincy Housing Elevation and Retrofitting,"City of Quincy, MA Dept of Planning & Community Development",Quincy,,"$473,640",74%,17,,,
Massachusetts,SRL-PJ-01-MA-2008-001,Town of Scituate SRL Elevation Program,Town of Scituate,Scituate,x,"$653,167",90%,4,,,
Massachusetts,SRL-PJ-01-MA-2012-001,Town of Scituate 2012 SRL Elevation Project,Town of Scituate,Scituate,x,"$301,197",90%,2,,,
New Jersey,DR-0973-0049-F,HIGHLANDS FLOOD HAZARD MITIGATION PROGRAM,HIGHLANDS,Highlands,,"$102,967",50%,10,,,
New Jersey,DR-1189-0100-R,Elevation of Flood-prone Structures,OCEAN CITY,Ocean City,,"$101,469",75%,13,,,
New Jersey,DR-1295-0004-R,North Branch (Branchburg) Elevation Project,Branchburg,Branchburg,x,"$610,949",75%,4,,,
New Jersey,DR-1337-0003-R,Private Home Elevation Project - Marion Avenue,Springfield (Township of),Springfield,x,"$90,000",75%,1,,,
New Jersey,DR-1530-0003-R,Harmony Township Hazard Mitigation Application (Residential Elevations),Harmony (Township of),Harmony,x,"$167,618",75%,2,,,
New Jersey,DR-1588-0001-R,Elevation of Structures - Camp Lane and Lane Road (Township of Fairfield),Fairfield (Township of),Fairfield,x,"$125,025",75%,3,,,
New Jersey,DR-1867-0003-R,Longport Home Elevation,Absecon,Absecon,,"$74,100",75%,1,,,
New Jersey,DR-4021-0010-R,Cranford Elevation Project,Cranford,Cranford,x,"$2,850,142",75%,20,,,
New Jersey,DR-4021-0013-R,Denville 8 Acquisition and 1 Elevation Project,Denville,Denville,x,"$117,316",75%,1,x,,
New Jersey,DR-4021-0014-R,Parsippany-Troy Hills (Lake Hiawatha) Acquisition/Elevation Project,Parsippany-Troy Hills Township,Parsippany-Troy Hills,x,"$2,626,899",75%,29,x,,
New Jersey,DR-4033-0001-R,Lebanon Township Flood Hazard Mitigation-Elevation Project,Lebanon (Township of),Lebanon,x,"$338,449",75%,4,,,
New Jersey,DR-4033-0004-R,Borough Of Highlands - Flood Elevation Project,Highlands,Highlands,,"$39,375",75%,2,,,
New Jersey,DR-4048-0001-R,Oakland Borough - Elevation Project,Oakland,Oakland,x,"$98,000",75%,1,,,
New Jersey,DR-4048-0005-R,Lumberton Township Elevation Project,Lumberton (Township of),Lumberton,,"$480,187",75%,4,,,
New Jersey,DR-4048-0009-R,Millstone Relocation & Elevation Project,Millstone,Millstone,x,"$359,562",74%,6,x,,
New Jersey,DR-4086-0016-R,"Atlantic County - City of Brigantine, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Brigantine,,"$459,502",46%,73,,,
New Jersey,DR-4086-0024-R,"Atlantic County - City of Atlantic City, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Atlantic City,,"$188,393",49%,17,,,
New Jersey,DR-4086-0025-R,Ocean County - Township of Toms River - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Toms River,,"$1,770,000",35%,207,,,
New Jersey,DR-4086-0026-R,Ocean County - Township of Stafford - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Stafford,,"$540,919",41%,44,,,
New Jersey,DR-4086-0027-R,"Monmouth County - Borough of Union Beach , Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Union Beach,,"$430,245",47%,51,,,
New Jersey,DR-4086-0029-R,Atlantic County - Egg Harbor Township Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Egg Harbor,,"$38,279",42%,5,,,
New Jersey,DR-4086-0031-R,"Bergen County - Borough of Oakland, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Oakland,x,"$39,063",43%,2,,,
New Jersey,DR-4086-0032-R,"Bergen County - Township of Lyndhurst, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Lyndhurst,,"$39,127",43%,1,,,
New Jersey,DR-4086-0033-R,"Ocean County - Township of Brick, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Brick,,"$1,091,669",30%,180,,x,
New Jersey,DR-4086-0033-R,"Ocean County - Township of Brick, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Ocean Township (Ocean County),x,"$12,130",30%,2,,x,
New Jersey,DR-4086-0035-R,"Cape May County - Township of Lower, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Lower,,"$104,626",72%,5,,,
New Jersey,DR-4086-0036-R,"Ocean County - Borough of Harvey Cedars, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Harvey Cedars,x,"$73,736",54%,3,,,
New Jersey,DR-4086-0037-R,"Monmouth County - Middletown Township, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Middletown,x,"$441,463",49%,35,,,
New Jersey,DR-4086-0038-R,"Cape May County - City of North Wildwood, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,North Wildwood,x,"$67,788",87%,8,,,
New Jersey,DR-4086-0039-R,"Monmouth County - Borough of Keansburg, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Keansburg,,"$185,078",53%,27,,,
New Jersey,DR-4086-0040-R,"Atlantic County - City of Ventnor City, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Ventnor,,"$151,508",48%,44,,,
New Jersey,DR-4086-0041-R,"Monmouth County - Borough of Little Silver, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Little Silver,x,"$103,466",24%,10,,,
New Jersey,DR-4086-0042-R,"Cape May County - City of Ocean City, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Ocean City,,"$180,000",30%,21,,,
New Jersey,DR-4086-0043-R,"Monmouth County - Borough of Manasquan, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Manasquan,x,"$232,210",44%,52,,,
New Jersey,DR-4086-0044-R,"Cape May County - Sea Isle City, Elevation Program",DEPT. OF ENVIRONMENTAL PROTECTION,Sea Isle City,x,"$35,717",62%,1,,,
New Jersey,DR-4086-0045-R,"Ocean County - Borough of Lavallette, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Lavallette,x,"$239,514",40%,34,,,
New Jersey,DR-4086-0046-R,"Monmouth County - Monmouth Beach, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Monmouth Beach,x,"$111,129",53%,24,,,
New Jersey,DR-4086-0048-R,"Monmouth County - Borough of Highlands, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Highlands,,"$415,740",48%,43,,,
New Jersey,DR-4086-0049-R,"Ocean County - Borough Of Point Pleasant Beach, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Point Pleasant Beach,x,"$240,000",39%,33,,,
New Jersey,DR-4086-0050-R,"Monmouth County - Borough of Rumson, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Rumson,x,"$118,274",42%,14,,,
New Jersey,DR-4086-0051-R,"Ocean County - Little Egg Harbor Township, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Little Egg Harbor,x,"$164,716",37%,14,,,
New Jersey,DR-4086-0052-R,Ocean County - Borough of Surf City - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Surf City,x,"$73,242",55%,8,,,
New Jersey,DR-4086-0053-R,Cape May County - Borough of Avalon - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Avalon,x,"$30,000",33%,1,,,
New Jersey,DR-4086-0057-R,"Cape May County - Middle Township, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Middle,,"$34,484",77%,5,,,
New Jersey,DR-4086-0058-R,"Monmouth County - City of Long Branch, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Long Branch,,"$78,478",42%,3,,,
New Jersey,DR-4086-0059-R,"Monmouth County - Township of Neptune, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Neptune,,"$35,552",64%,5,,,
New Jersey,DR-4086-0060-R,"Monmouth County - Borough of Oceanport, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Oceanport,,"$250,868",32%,25,,,
New Jersey,DR-4086-0061-R,"Monmouth County - Borough of Sea Bright , Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Sea Bright,x,"$151,205",48%,15,,,
New Jersey,DR-4086-0062-R,Ocean County - Borough of Ship Bottom - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Ship Bottom,x,"$109,227",45%,16,,,x
New Jersey,DR-4086-0064-R,"Ocean County - Borough of Seaside Park, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Seaside Park,x,"$76,387",47%,12,,,
New Jersey,DR-4086-0065-R,"Ocean County - Borough of Point Pleasant, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Point Pleasant,x,"$272,306",44%,39,,,
New Jersey,DR-4086-0066-R,"Ocean County - Township of Long Beach, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Long Beach,x,"$189,496",48%,33,,,
New Jersey,DR-4086-0067-R,"Ocean County - Borough of Beach Haven , Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Beach Haven,x,"$73,137",56%,16,,,
New Jersey,DR-4086-0068-R,"Ocean County - Township of Berkeley , Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Berkeley,,"$180,000",39%,27,,,
New Jersey,DR-4086-0069-R,"Ocean County - Township of Lacey, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Lacey,x,"$166,903",33%,22,,,
New Jersey,DR-4086-0071-R,"Ocean County - Borough of Seaside Heights, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Seaside Heights,,"$33,198",96%,10,,,
New Jersey,DR-4086-0073-R,Monmouth County - Borough of Avon-by-the-Sea,DEPT. OF ENVIRONMENTAL PROTECTION,Avon-by-the-Sea,x,"$38,163",47%,2,,,
New Jersey,DR-4086-0075-R,Monmouth County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Little Silver,x,"$15,603",43%,1,,x,
New Jersey,DR-4086-0075-R,Monmouth County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Manasquan,x,"$15,603",43%,1,,x,
New Jersey,DR-4086-0075-R,Monmouth County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Port Monmouth,x,"$15,603",43%,1,,x,
New Jersey,DR-4086-0075-R,Monmouth County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Rumson,x,"$15,603",43%,1,,x,
New Jersey,DR-4086-0075-R,Monmouth County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Union Beach,,"$15,603",43%,1,,x,
New Jersey,DR-4086-0076-R,Ocean County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Brick,,"$29,200",36%,3,,x,
New Jersey,DR-4086-0076-R,Ocean County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Lavallette,x,"$9,733",36%,1,,x,
New Jersey,DR-4086-0076-R,Ocean County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Point Pleasant Beach,x,"$9,733",36%,1,,x,
New Jersey,DR-4086-0076-R,Ocean County - Multiple Municipalities - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Toms River,,"$116,801",36%,12,,x,
New Jersey,DR-4086-0078-R,Ocean County - Township of Eagleswood - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Eagleswood,x,"$67,265",58%,3,,,
New Jersey,DR-4086-0082-R,"Ocean County - Borough of Mantoloking, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Mantoloking,x,"$43,801",32%,2,,,
New Jersey,DR-4086-0088-R,"Cape May County - Borough of West Wildwood, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,West Wildwood,x,"$70,864",65%,3,,,
New Jersey,DR-4086-0162-R,Ocean County - Comprehensive Elevation Program Application,Stafford (Township of),Stafford,,"$30,000",33%,1,,,
New Jersey,DR-4086-0604-R,"Cape May County - City of WIldwood, Elevation Project",DEPT. OF ENVIRONMENTAL PROTECTION,Wildwood,,"$75,262",49%,3,,,
New Jersey,DR-4086-0647-R,Atlantic County - Township of Galloway - Elevation Project,DEPT. OF ENVIRONMENTAL PROTECTION,Galloway,,"$34,626",75%,1,,,
New Jersey,DR-4264-0003-R,Atlantic County - Margate City Elevation Application,Margate City (Margate),Brigantine,,"$1,568,905",75%,12,,x,
New Jersey,DR-4264-0003-R,Atlantic County - Margate City Elevation Application,Margate City (Margate),Longport,x,"$522,968",75%,4,,x,
New Jersey,DR-4264-0003-R,Atlantic County - Margate City Elevation Application,Margate City (Margate),Margate,x,"$784,453",75%,6,,x,
New Jersey,DR-4264-0004-R,Cape May County - Ocean City Elevation Application,Ocean City,Avalon,x,"$697,291",72%,4,,x,
New Jersey,DR-4264-0004-R,Cape May County - Ocean City Elevation Application,Ocean City,Ocean City,,"$1,394,582",72%,8,,x,
New Jersey,DR-4264-0004-R,Cape May County - Ocean City Elevation Application,Ocean City,Sea Isle City,x,"$1,394,582",72%,8,,x,
New Jersey,DR-4264-0004-R,Cape May County - Ocean City Elevation Application,Ocean City,Stone Harbor,x,"$1,394,582",72%,8,,x,
New Jersey,DR-4264-0005-R,Ocean County - Township of Long Beach Elevation Application,Long Beach (Township of),Beach Haven,x,"$892,653",75%,9,,x,
New Jersey,DR-4264-0005-R,Ocean County - Township of Long Beach Elevation Application,Long Beach (Township of),Long Beach,x,"$991,837",75%,10,,x,
New Jersey,DR-4264-0005-R,Ocean County - Township of Long Beach Elevation Application,Long Beach (Township of),Surf City,x,"$991,837",75%,10,,x,
New Jersey,DR-4264-0006-R,Ocean County - Township of Stafford Elevation Application,Stafford (Township of),Stafford,,"$958,775",75%,13,,,
New Jersey,FMA-PJ-02NJ-1997003,Floodingproofing of North Branch Village (Township of Branchburg),"Branchville, Borough Of",Branchville,x,"$214,834",75%,3,,,
New Jersey,FMA-PJ-02NJ-1998007,Structural Modifications (Township of Long Beach),"Long Beach, Township Of",Long Beach,x,"$100,000",75%,2,,,
New Jersey,FMA-PJ-02NJ-1998009,Structural Modifications (Borough of Harvey Cedars),"Harvey Cedars, Borough Of",Harvey Cedars,x,"$120,000",75%,1,,,
New Jersey,FMA-PJ-02NJ-1998010,Structural Modifications (Borough of Ship Bottom),"Ship Bottom, Borough Of",Ship Bottom,x,"$256,395",75%,7,,,
New Jersey,FMA-PJ-02NJ-1999001,Structural Modification (Township of Long Beach),"Long Beach, Township Of",Long Beach,x,"$322,337",75%,11,,,
New Jersey,FMA-PJ-02NJ-2000001,Elevations of Homes (Township of Stafford),"Stafford, Township Of",Stafford,,"$134,529",75%,0,,,
New Jersey,FMA-PJ-02NJ-2003001,Ocean City Flood Mitigation Program (City of Ocean City),"Ocean City, City Of",Ocean City,,"$9,000",75%,0,,,
New Jersey,FMA-PJ-02-NJ-2005-001,Township of Harmony FY05 FMA Project Grant,Township of Harmony,Harmony,x,"$320,449",75%,5,x,,
New Jersey,FMA-PJ-02-NJ-2015-008,Elevation of Private Structures - Coastal,Borough of Oceanport,Oceanport,,"$1,664,610",75%,8,,,
New Jersey,FMA-PJ-02-NJ-2015-009,FMA 2015 Township of Pequannock New Jersey - Elevations,Township of Pequannock,Pequannock,x,"$4,568,863",90%,26,,,
New Jersey,FMA-PJ-02-NJ-2016-005,"Structure Elevation/Township of Berkeley, New Jersey",Township of Berkeley,Berkeley,,"$558,175",100%,2,,,
New Jersey,FMA-PJ-02-NJ-2016-009,FMA 2016 Township of Pequannock New Jersey - Elevations,Township of Pequannock,Pequannock,x,"$4,322,362",86%,23,,,
New Jersey,FMA-PJ-02-NJ-2016-010,Atlantic City FMA Project,City of Atlantic City,Atlantic City,,"$1,758,930",92%,10,,,
New Jersey,FMA-PJ-02-NJ-2016-013,"Cape May County, NJ Elevations - FMA 2016",Cape May County EMCC,North Wildwood,x,"$3,111,641",93%,65,,x,
New Jersey,FMA-PJ-02-NJ-2016-013,"Cape May County, NJ Elevations - FMA 2016",Cape May County EMCC,Ocean City,,"$3,015,898",93%,63,,x,x
New Jersey,FMA-PJ-02-NJ-2016-013,"Cape May County, NJ Elevations - FMA 2016",Cape May County EMCC,Sea Isle City,x,"$622,328",93%,13,,x,
New Jersey,FMA-PJ-02-NJ-2016-013,"Cape May County, NJ Elevations - FMA 2016",Cape May County EMCC,Stone Harbor,x,"$478,714",93%,10,,x,
New Jersey,FMA-PJ-02-NJ-2016-014,Brigantine FMA Project Revised,City of Brigantine,Brigantine,,"$942,455",89%,7,,,
New Jersey,FMA-PJ-02-NJ-2016-015,Ventnor FMA Grant Revised,Ventnor City Emergency Management,Ventnor,,"$1,238,162",87%,8,,,
New Jersey,FMA-PJ-02-NJ-2017-002,Brigantine FMA Project,City of Brigantine,Brigantine,,"$7,364,310",85%,49,,,
New Jersey,FMA-PJ-02-NJ-2017-003,FMA FY17 Toms River New Jersey Elevation Project,Toms River Township,Toms River,,"$95,898",86%,2,,,
New Jersey,FMA-PJ-02-NJ-2017-005,Township of Cranford 2017 FMA Elevation Project,Township of Cranford,Cranford,x,"$1,668,563",97%,6,,,
New Jersey,FMA-PJ-02-NJ-2018-002,FY2018 Berkeley Township Flood Mitigation Assistance (1),Township of Berkeley,Berkeley,,"$352,049",89%,2,,,
New Jersey,FMA-PJ-02-NJ-2018-006,FMA 2018 Township of Pequannock New Jersey - Elevations,Township of Pequannock,Pequannock,x,"$3,362,771",99%,15,,,
New Jersey,FMA-PJ-02-NJ-2019-001,"2019 New Jersey Mitigation Assistance Program - Fairfield, Essex County",New Jersey Department of Community Affairs,Fairfield,x,"$5,002,691",91%,35,,,
New Jersey,FMA-PJ-02-NJ-2019-002,FMA 2019 Township of Pequannock New Jersey - Elevations,Township of Pequannock,Pequannock,x,"$3,639,278",97%,16,,,
New Jersey,FMA-PJ-02-NJ-2019-003,,Town of Belvidere,Belvidere,x,"$811,964",92%,4,,,
New Jersey,FMA-PJ-02-NJ-2019-007,FY 2019 Berkeley Township FMA Elevation Project (Application 4),Township of Berkeley,Berkeley,,"$306,081",75%,2,,,
New Jersey,FMA-PJ-02-NJ-2019-011,,Township of Lumberton,Lumberton,,"$652,875",80%,8,,,
New Jersey,FMA-PJ-02-NJ-2019-013,(FMA) City of Ventnor Home Elevation Project,City of Ventnor,Ventnor,,"$2,849,462",87%,47,,,
New Jersey,FMA-PJ-02-NJ-2019-016,"Elevation of 7 multi-family buildings in Ocean City, New Jersey",City of Ocean City,Ocean City,,"$3,035,661",100%,52,,,
New Jersey,FMA-PJ-02-NJ-2019-020,Flood Mitigation Assistance - City of North Wildwood,City of North Wildwood,North Wildwood,x,"$1,045,795",81%,9,,,
New Jersey,RFC-PJ-02-NJ-2009-001,Little Falls Elevation Project,Little Falls,Little Falls,x,"$364,770",100%,5,,,
New Jersey,SRL-PJ-02-NJ-2010-003,SRL - Center Street Sea Bright NJ Elevation,Borough of Sea Bright,Sea Bright,x,"$216,936",90%,1,,,
New Jersey,SRL-PJ-02-NJ-2010-004,Township of Little Falls Severe Repetitive Loss,Township of Little Falls,Little Falls,x,"$6,475,474",90%,34,,,
New Jersey,SRL-PJ-02-NJ-2011-003,The Borough of Pompton Lakes Multiharzard Mitigation Project,Borough of Pompton Lakes,Pompton Lakes,x,"$4,592,700",90%,25,,,
New Jersey,SRL-PJ-02-NJ-2011-004,Borough of Lincoln Park SRL Project,Borough of Lincoln Park,Lincoln Park,x,"$2,252,078",90%,29,,,
New Jersey,SRL-PJ-02-NJ-2011-007,Little Falls SRL Round 2,Township of Little Falls,Little Falls,x,"$2,547,740",90%,28,x,,
